riddle,choice0,choice1,choice2,choice3,choice4,label
二列车双双八点到 （打一成语）,风姿绰约,博闻强识,还行,谦虚谨慎,罗衫,2
一物生来好模样，长长尾巴短身材，黑衣黑袍白肚皮，红红嘴巴圆眼睛，枝头一站叫喳喳，专向人间报喜来。 （打一动物）,糌粑,蜂猴,蛹,蜂,小老鼠,3
学游泳颇费周折 （酒名）,酒,习水大曲,茅台镇,宋河粮液,高粱,1
电锯伐树 （打成语一）,如释重负,谈得来,恩断义绝,十恶不赦,金银满地,2
衣食所安 （打一唐诗目）,将进酒,行路难,送邢桂州,青泥何盘盘,长安一片月,1
春节后消费居第一 （打一成语）,精神矍铄,七旬,爷爷,年过花甲,老两口,3
赠巾以护花 （三字娱乐称谓）,影星,肖恩·康纳利,娜塔莉波特曼,邦女郎,娜塔莉波特曼,3
顶天立地冲云霄，头上戴顶尖尖帽，精彩画面八方送，千家万户齐欢笑。 （打一物）,火柴,铃,天花板,射靶,履带吊,2
黄铜铃，紫铜柄，年内开花，年外结籽。 （打一植物）,芋头,萝卜,红薯,南瓜,香菇,3
辘轳 （打成语一）,全盘托出,原原本本,吞吞吐吐,一五一十,郑重其事,0
头戴红帽子，身穿绿袍子，走路吹笛子，坐下抹须子。 （打一动物）,蚊子,瓢虫,老鼠,苍蝇,蚂蚁,1
两只小白狗，躺在洞门口，碰个五大爷，捉去无人救。 （打一物）,小锤,绑绳,塑料杯子,拉链,归去来辞,3
若个鸢儿似雁行 （打一《聊斋志异》篇目）,美人首,唱唤,题准,基础设施建设,基础设施建设,0
南阳诸葛亮，稳坐中军帐，摆起八卦阵，单捉飞来将 （动物）,怪物,蜥蜴,虫,蜘蛛,蝎子,4
青叶生栅架，小龙下面挂，小时味道鲜，老来把锅刷。 （打一植物）,芡实,花椒,玉竹,油菜,干辣椒,2
朝廷百官醉生梦死，关外八旗觊觎中原。 （打八字成语一）,关心则乱,三人成虎,当局者迷，旁观者清,无风不起浪,知已知彼,2
北边来了一个怪，身上长着长刺儿，遇到下坡腿一蜷，骨碌骨碌滚起来。 （打一动物）,河蚌,蜜蜂,老雕,豚鼠,朱鹮,3
夏风 （歌曲名）,姜育恒,大哥你好吗,经典老歌,中华民谣,九月九的酒,3
第影缉拿 （打成语一）,缘由,废物利用,开弓不放箭,劳而无功,驾轻就熟,2
小小动物小小壳，最爱背着房子走。 （打一动物）,青蛙,蜗牛,小瓢虫,屎壳郎,乌龟,3
白发犹有赤心存 （花卉树木）,千日白,小麦,山茶,晚饭花,指甲花,0
酩然直到太平时 （书名）,寻西山隐者不遇,思归乐,试周郎,夜怨,醉卧长安,4
吕奉先乘夜袭徐郡 （打一成语）,英主,还行,无限崇拜,习以为常,不乏其人,3
愚意为不可取 （打一《聊斋志异》篇目）,罗恒山,子规,美人首,明知故问,姚夔,2
长喙细身，昼匿夜行，嗜肉恶烟，掌所拍扪。 （猜一昆虫）,蝇,蝙蝠,蜂,蚊,蜂,1
模范出租车 （三字口语）,呐,有两下子,说话算数,好样的,真了不起,3
吸血鬼，很爱蹦，腹部大，很变态。 （打一昆虫）,一只小蜜蜂,瓢虫,甜菜夜蛾,山菊,蝼蛄,4
入主白宫 （打一《聊斋志异》篇目）,试剑江湖,续黄粱,浮云半书,金生色,美人首,1
苦 （打成语一）,就地取材,陈言务去,灭顶之灾,教育为本,聪明绝顶,1
绝命丹 （中药名）,冬虫草,瓦松,仔料,苦参,茉莉,3
早婚晚婚 （打一俗语七字）,相濡以沫,两口子,相濡以沫,少年夫妻老来伴,爱人,3
似鼠不是鼠，无羽能飞舞，眼睛看不见，目标却清楚。 （打一动物）,兔子,霸王龙,猿类,跳蛛,白兔,4
保证弹无虚发 （打一成语）,出人意料,如坐春风,生存,谨慎小心,春秋大刀,0
哥哥尚未成亲 （打一称谓职务）,执行董事,一杯倒,检察官,兵部尚书,参谋,2
项庄舞剑 （打二字称谓）,剑圣,武僧,法师,盗贼,刺客,4
过境并非去罗马 （打一成语）,悠久,笔下生花,人弃我取,来到这里,流落异乡,4
长长脖子小小口，喝饱清水坐高楼，家中数它爱打扮，红红绿绿插满头。 （打一常见物）,跳舞兰,公主,伴娘,小盆栽,花瓶,3
单说云长父子 （打一成语）,弦外之音,一语双关,欲盖弥彰,委婉,明知故问,1
征求谜面 （打一成语）,非同儿戏,陈陈相因,悠然自得,四大皆空,远走高飞,0
像冬瓜，腰里挂，一面跳，一面打。 （打一乐器）,花棍,秧歌舞,笛子,腰鼓,三弦,4
票（打一成语）,来去分明,闻风而起,推波助浪,不甘后人,群情,0
保持美貌当丁克 （打一成语）,麻烦缠身,休戚与共,摆谱,穷则思变,做秀,1
入咸阳烧阿房 （鸟名）,秦吉了,禽言,伯劳,姑恶,雁,2
心无二用 （打成语一）,一览无余,纳谏,车水马龙,乃至,下落不明,0
武王挥师奔朝歌 （打三字称谓）,随行就市,kfs,偷工减料,购房者,开发商,3
再给妈妈一个吻 （俗语四字）,表兄妹,未尝不可,愿赌服输,顺水推舟,结发夫妻,1
使人离缺 （聊斋志异篇目）,操刀必割,人鬼情未了,锚,蕙芳,美人心计,3
胸前长两棍，底部吊长尾。 （打一物品）,充电器,接线板,吹风机,插排,热水袋,3
青竹竿，挑绿旗，几个娃娃睡泥里，细皮白肉着蓑衣。 （打一植物）,南瓜,香菇,萝卜,芋头,红薯,2
制酒专业户 （打一称谓职务）,朱大可,未来世界,船家,上校,儿子,2
格子隔，柜子隔，里面躲着四姐妹。 （果蔬）,猕猴桃,柿子,猕猴桃,樱桃,梨,4
鲜见内行乱画圈 （打俗语四字）,绚丽,晕晕乎乎,赶忙,缺衣少食,白跑一趟,4
只身离家赴官场 （打一成语）,小白脸,娑婆,母凭子贵,指鹿为马,名满天下,4
姿容小巧色空前 （打一称谓）,门联,东巴,苦行者,唐卡画,黑白战争,1
里里外外一把手 （古官职）,捕快,詹事,提辖,侍郎,大学士,2
天空中的小飞将，冬往南飞春北方。 （打一动物）,乌龟,绿头鸭,飞虫,雏鸡,小狮子,2
大肚子，鼓青筋，什么病，火烧心。 （打一物）,窗花,铃铛,蜡烛,炮竹,灯笼,3
侧面虎 （常言俗语四字）,作罢,远见卓识,不得不承认,贫嘴,大局观念,1
一物没头没心脏，体内柔软壳似钢，别看泥里沙里住，肚中却把珍珠藏。 （打一动物）,蚌,龟,螺,螃,鳖,2
小货郎，不挑担，背着针，满地窜 （动物）,刺猬,兔子,一只狼,马蜂,狗熊,3
只顾老本 （常言俗语三字）,昧心钱,闹别扭,能者为师,根深蒂固,思维惯性,0
燕归来 （打一成语）,自食其言,勾引,三思而行,应有尽有,而如今,0
全年芬芳 （打中国小说名一）,北京城杂忆,轶闻传说,防御工事,家春秋,赛金花本事,3
盲人聚会 （打一冯小刚电影）,不见不散,圆满结束,与你相约,每周三,先睹为快,0
新娘服装 （打成语一）,辅车相依,盛会,操戈入室,仁人君子,不落窠臼,3
闲话素食 （打一古代著作）,贞观政要,列女传,太平广记,冷谦,酉阳杂俎,2
几曾随逝水 （古代官名）,侍郎,都给事中,未入流,杂职,从九品,2
人间翠幕垂 （中国电影）,义不容情,包青天,神探狄仁杰,杨家将,还珠格格,4
堂前草色入帘青 （聊斋志异篇目）,守困,施父,卢梦梨,瑞生祥,曹植,1
走路唿喇喇喇，身穿八卦纱，人人都说我不大，朝廷见了也害怕。 （打一动物）,狼人,蝎子,牛头,蛇,蜥蜴,1
若得常将红袖拂 （打成语一）,遵守承诺,飞蛾扑火,以身作则,瞻前顾后,变化多端,2
七夕一度鹊纷飞 （打一成语）,水中捞月,此一时彼一时,立竿见影,鸦雀无声,挑肥拣瘦,3
月儿弯弯照九州 （苹果品种）,贡福,芒果,千裕,国光,金帅,1
山雨欲来风满楼 （三字俗语）,人生如戏,命数,不是为了爱情,天注定,来日方长,3
友谊第一 （打一俗语三字）,唱反调,爱莫能助,没出息,看我怎么收拾你,沉醉,2
身穿白大褂，长着红嘴巴。替你把信捎，准时又可靠。 （打一动物）,雏鸡,哨探,信鸽,野鸭,快马,2
凸眼睛，阔嘴巴，尾马要比身体大，碧绿水草衬着它，好像一朵大红花 （动物）,乌贼,鲮鱼,昆虫纲,松鼠,吃草,1
惊堂木一声“斩” （打一成语）,发人深省,讨债鬼,名留青史,好汉不吃眼前亏,惟命是从,0
韭 （打一成语）,兼而有之,基础,缺一不可,必要条件,面面俱到,2
公布 （歌曲名）,歌曲,男子汉宣言,夜来妖,广岛之恋,全世界都在说东北话,1
蛮藤缠竹篋 （打一称谓）,地主,警察先生,徒步,潜伏者,影视明星,1
葫芦房子麻面墙，两间小屋亮堂堂，东屋住的莺莺姐，西屋住的小红娘。 （打一植物）,腰果,核桃,花生,蚕豆,南瓜籽,4
有根无泥沙，有叶不开花，东飘又西荡，从来不回家。 （打一植物）,茼蒿,槐花,绍酒,白芋,胡椒,1
掌声响起来 （打一电影名）,鼓手,民谣摇滚,是乐队,歌唱家,音响师,4
一棵树，十八桠，又赶滚，又翻权，牵白藤，结大瓜。 （打一物）,耧,纺车,织布机,石磙,辘轳,2
头像狮子尾像枪，有翅无毛飞过江。 （打一动物）,透明的翅膀,瓢虫,蝴蝶,蜻蜓,低飞,2
齐桓尊容 （三字称谓）,小白脸,公子哥儿,骚货,色鬼,人面兽心,0
匡衡凿壁 （打成语一）,一孔之见,尺短寸长,不足为训,浅陋,以蠡测海,4
曾子何以真杀猪 （打一成语）,消失了,政府公信力,面目一新,直勾勾,喜不自胜,2
简历 （打一中国古籍）,竹书纪年,史记,武王克商,左传,国语·周语,1
十月十日 （中药名）,野草,土木鳖,胡麻,郁金,胡颓子根,2
五四徒步行千里 （打成语一）,言必有中,知恩图报,警觉,鬼话连篇,妥妥的,0
嘴大脖子细，睡觉不着地，嘴唇不动弹，喉咙唱大戏。 （打一物）,来福枪,喇叭,火箭筒,步话机,扩音器,3
麻布帐子，红绫被子，里面睡两个小胖子。 （打一植物）,芹菜,南瓜籽,尖椒,木瓜,虎刺梅,1
扑天雕倾囊相赠 （打一成语）,随处,不计其数,应有尽有,看的眼花缭乱,五颜六色,2
关公战李逵 （打一成语）,大刀阔斧,铁腕,打破常规,改头换面,拨乱反正,0
脚着暖底靴，口边出胡须。夜里当巡捕，日里把眼眯（打一动物名）,繁星,鸡,水獭,马,黑猫,4
一团幽香美难言，色如丹桂味如莲，真身已归西天去，十指尖尖在人间 （树）,佛手,白梅花,吉祥草,灵芝,莲蓬,3
丈夫正猜谜，妻却依偎来 （八字俗语）,关系户,鱼馆,上有政策，下有对策,露水夫妻,亚腐败,2
红脸蛋儿圆，味道酸又甜，熟能当菜吃，生吃味道鲜。 （打一植物）,土豆,花菜,番茄,西红柿,圣女果,2
信件须原封送达 （打一成语）,势均力敌,不可开交,闹,焦头烂额,剑拔弩张,1
反方向的激烈斗争 （打一电影）,小苍,我,使命召唤ol,爱情与遗产,我,3
宇宙飞船要密封 （打成语一）,羊质虎皮,宽大为怀,牵线搭桥,知足常乐,首屈一指,1
有翅没有毛，飞着没多高，一到大热天，躲在树上叫。 （打一动物）,胡,黑鱼,合得来,猫,抱窝,3
洁白候鸟随船跑，群飞鸣躁显暗号。 （打一动物）,海鸥,野鸭,白鹭,鸬鹚,水鸟,2
一顶小伞，落在林中，一旦撑开，再难收拢 （植物）,红薯,茨菇,小麦,小麦,茭白,2
白里透红浑身毛，果肉丰富皮儿薄。 （打一水果）,巧克力蛋糕,油桃,香瓜,海棠,橘子,1
工人运动 （打一成语）,朝朝暮暮,天各一方,再重逢,形同陌路,杳无音信,1
初更风渐起 （打一成语）,稳扎稳打,一鼓作气,以逸待劳,胜利在望,全力进攻,2
上帝安排 （打一称谓）,流浪汉,拜识,吹风机,身怀绝技,陆军学院,0
提琴二胡同伴奏 （打一成语）,山高水长,不甘后人,诸如此类,中心思想,形同陌路,2
阴盛阳衰 （打一称谓）,我的前半生,女主,玛丽苏,剧中,大男,4
花园遭灾 （打成语一）,无名火起,大煞风景,不识相,焚琴煮鹤,明珠暗投,1
矮子爬楼梯 （打一成语）,此起彼伏,滔滔不绝,牵线搭桥,大有作为,不期而遇,0
元旦放假，次日上班。 （打一俗语六字）,好离好散,和为贵,有借有还,一不做二不休,杀人灭口,3
双亲不同种，杂交不生育。 （打一动物）,白蝴蝶,蟒蛇,乌鹊,燕尾蝶,妞妞,3
头发硬如针，从小腰板挺，不怕霜和雪，寒冬过得硬。 （打一植物）,茴香籽,紫甘蓝,红果,蓖麻,银耳,4
拦路行抢抓现行 （打一成语）,瓮中捉鳖,唯二,前无古人，后无来者,邀买,重温旧梦,2
做广播操 （打成语一）,前仰后合,喜形于色,连蹦带跳,手舞足蹈,乐不可支,4
东官路上，一个娘舅，白发满头，对我点头。 （打一植物）,芙蓉,乌梅,红提,落叶纷纷,果实,1
上穷碧落下黄泉，两处茫茫皆不见 （五字电影）,笔中情,骑士的荣誉,关中枪声,昨夜之灯,把悲伤留给自己,1
冲天香阵 （中药名）,木芙蓉,凌霄花,野蔷薇,芍药,使君子,1
挂在高梁，摘落平阳，脱掉纱帽，抽掉肚肠。 （打一水果）,金橘,菠萝,血橙,草莓,小菠萝,4
打开圆，收起尖，遇到水，把花开。 （猜—生活用具）,雨伞,就在你身后,针线包,衣架,我的帽子,4
麻壳子，红里子，裹着白胖子 （打一植物）,核桃,蚕豆,花生,南瓜籽,腰果,0
头戴尖尖帽，身穿八角袍，四面无依靠，狂风吹不倒。 （打一物）,塔,复活,堡垒,candi,巴孔寺,0
有的红绿有的青，细身纱翅能飞行，捕捉小虫真灵敏，晴天飞来雨天停。 （打一昆虫）,蜻蜓,透明的翅膀,蝴蝶,低飞,瓢虫,0
眼如灯，尾如钉，半天里，过光阴。 （打一动物）,石头人,象,黑蚁,绵羊,雪蛤,2
清明过后抽新条 （打一成语）,张口结舌,守得云开见月明,热恋,一是一，二是二,欢喜冤家,3
有支笔儿真奇怪，从不写字和涂改，用时笔尖点一下，有电闪出红光来。 （打一物）,红樱枪,无纺布,地球轨道,螺丝刀,陋室铭,0
孔明挥泪斩马谡 （打成语一）,情话绵绵,日月轮回,全神贯注,把晤,腹背受敌,3
一生 （打一成语）,扫灭,再者,非驴非马,迫在眉睫,白云苍狗,1
身体瘦又长，尾巴朝上卷。 （打一动物）,蝎子,狼人,蛇,蜥蜴,牛头,2
谈谈横竖撇捺点 （打二字中药）,香附,甘草,黄芩,当归,白术,4
身纤长，有红黄，小兔子们最爱它。 （打一蔬菜）,芹菜,马铃薯,大蒜,空心菜,苦瓜,1
模特儿 （打成语一）,潜移默化,向我看齐,一言一行,以身作则,表率,3
1000 （打一成语）,阴谋论,漏洞百出,粗制滥造,不知所云,自圆其说,4
魔术招法百十种 （香港电影）,黑侠,红番区,花田喜事,花田喜事,红番区,1
三明一日游 （电影名）,小芳,嫂子,月月,卉卉,阿简,2
何谓美髯公 （打一成语）,羽毛丰满,大雁,丹顶鹤,八哥鸟,趾爪,0
宦海实录 （打一古代著作）,周礼,清代小说,唐传奇,后汉书,诗品,1
徘徊于斗牛之间 （药名）,枇杷叶,石南叶,茜草根,参三七,日式高汤,2
一枕黄粱 （打一书名）,梦之谷,呼兰河传,十八春,汕头中山公园,榴花塔,0
远看像老虎，独居喜跳跃。 （打一动物）,山茶,兔子耳朵,小狮子,萤火虫,白鹭,2
赡养子女孝敬公婆 （打成语一）,忘战必危,多难兴邦,救亡图存,保家卫国,匹夫有责,4
大众情人 （打一成语）,天崩地裂,我爱听,以酒浇愁,掩耳盗铃,上当,0
穿着大红袍，头戴铁甲帽。叫叫我阿公，捉捉我不牢（打一动物名）,蟾蜍,蜈蚣,蛇,毒虫,巨蟒,1
不见太阳不发芽 （打一成语）,再见,你我之间,来日方长,也许以后,天下没有不散的宴席,2
不养儿不解父母思 （打一成语）,十八般,小打小闹,接二连三,欲说还休,滚吧,3
镇史 （现代书名）,上海的早晨,革命现代京剧,女人风云,小城春秋,地道战,3
声泪俱下 （打一古代著作）,音学五书,近思录,二十四史,文献通考,楚辞集注,0
产品必须合规格 （打成语一）,我行我素,前仰后合,吃惊,独领风骚,异口同声,0
醉貌如霜叶 （花卉）,玉兰,黄菊,芍药,水仙,蝴蝶兰,3
二话没说 （打一成语）,无言以对,答非所问,难堪,惭愧,哭笑不得,0
红芭蕉种假山堆 （聊斋志异篇目）,令公,云翎庄,青儿,并日而食,青凤,4
审判庭里钟声响 （打成语一）,误会法,转手,搂搂抱抱,无中生有,不相上下,4
说到辛酸处 （打一成语）,出口伤人,翻旧账,小肚鸡肠,无理取闹,胡搅蛮缠,0
飞流直下三千尺 （打一成语）,道不同不相为谋,未婚夫,过誉,嗟乎,投石问路,4
